basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
,Non-removable Li-Ion battery,,,32GB,"watchOS 6.0, upgradable to 6.1",,No,"2019, September","1.78 inches, 10.0 cm, (~60.0% screen-to-body ratio)",448 x 368 pixels (~326 ppi density),"LTPO OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate (2nd gen), barometer, compass",Apple Watch Series 5 Aluminum
,Non-removable Li-Ion battery,,,32GB,"watchOS 6.0, upgradable to 6.1",,No,"2019, September","1.78 inches, 10.0 cm, (~60.0% screen-to-body ratio)",448 x 368 pixels (~326 ppi density),"LTPO OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate (2nd gen), barometer, compass",Apple Watch Series 5
,Non-removable Li-Ion battery,,,32GB,"watchOS 6.0, upgradable to 6.1",,No,"2019, September","1.78 inches, 10.0 cm, (~60.0% screen-to-body ratio)",448 x 368 pixels (~326 ppi density),"LTPO OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate (2nd gen), barometer, compass",Apple Watch Edition Series 5
,Non-removable Li-Po 8827 mAh battery (32.9 Wh),,"1.2 MP, f/2.2, 31mm (standard)","32GB 3GB RAM, 128GB 3GB RAM","iPadOS 13.1, upgradable to iPadOS 13.1.2",,"8 MP, f/2.4, 31mm (standard), 1.12µm, AF","2019, September","10.2 inches, 324.6 cm, (~74.4% screen-to-body ratio)","1620 x 2160 pixels, 4:3 ratio (~264 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Apple iPad 10.2
"$ 729.00 / £ 663.00 / € 769.00 / ₹ 64,900",Non-removable Li-Ion 3110 mAh battery (11.91 Wh),"64GB,128GB,256GB","12 MP, f/2.2, 23mm (wide),
SL 3D camera","64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","iOS 13, upgradable to iOS 13.2","$ 729.00,$ 815.00,$ 827.08,£ 759.00,£ 779.00,€ 821.00,£ 879.00,£ 939.00,€ 919.00","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS,
12 MP, f/2.4, 13mm (ultrawide)","2019, September","6.1 inches, 90.3 cm, (~79.0% screen-to-body ratio)","828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)","Liquid Retina IPS LCD capacitive touchscreen, 16M colors","Face ID, accelerometer, gyro, proximity, compass, barometer",Apple iPhone 11
"$ 1,011.08 / £ 949.00 / € 1,139.00 / ₹ 99,900",Non-removable Li-Ion 3046 mAh battery (11.67 Wh),"64GB,256GB,512GB","12 MP, f/2.2, 23mm (wide),
SL 3D camera","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","iOS 13, upgradable to iOS 13.2","$ 1,259.00,$ 1,011.08,£ 949.00,$ 1,135.00,£ 1,119.00,£ 1,149.00,£ 1,299.00,£ 1,349.00,€ 1,459.00","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS,
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom,
12 MP, f/2.4, 13mm (ultrawide)","2019, September","5.8 inches, 84.4 cm, (~82.1% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)","Super Retina XDR OLED capacitive touchscreen, 16M colors","Face ID, accelerometer, gyro, proximity, compass, barometer",Apple iPhone 11 Pro
"$ 132.84 / £ 127.00 / € 146.56 / ₹ 23,999",Non-removable Li-Ion 1715 mAh battery (6.91 Wh),"16GB,32GB,64GB","5 MP, f/2.2, 31mm (standard)","16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM","iOS 9, upgradable to iOS 13.2","$ 132.84,$ 198.88,$ 135.88,$ 144.80,$ 159.99,£ 136.23,$ 164.99,$ 135.88,£ 148.00","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","2015, September","4.7 inches, 60.9 cm, (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 6s
"$ 162.00 / £ 173.70 / € 218.80 / ₹ 38,990",Non-removable Li-Ion 2750 mAh battery (10.45 Wh),"16GB,32GB,64GB","5 MP, f/2.2, 31mm (standard)","16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM","iOS 9, upgradable to iOS 13.2","$ 176.98,$ 251.99,$ 189.80,$ 186.00,$ 270.00,£ 199.41,$ 162.00,$ 291.29,£ 209.98","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF, OIS","2015, September","5.5 inches, 83.4 cm, (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 6s Plus
$ 99.99 / £ 108.97 / € 119.90,Non-removable Li-Po 1624 mAh battery (6.21 Wh),"16GB,32GB,64GB","1.2 MP, f/2.4, 31mm (standard)","16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM","iOS 9.3.2, upgradable to iOS 13.2","$ 99.99,$ 132.99,$ 109.56,$ 109.99,$ 123.98,£ 119.98,$ 129.95,$ 203.50,£ 127.11","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","2016, March","4.0 inches, 44.1 cm, (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Apple iPhone SE
,Non-removable Li-Ion 7306 mAh battery (27.9 Wh),,"5 MP, f/2.2, 31mm (standard)","32GB 2GB RAM, 128GB 2GB RAM, 256GB 2GB RAM","iOS 9.3.2, upgradable to iPadOS 13.1.2",,"12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","2016, March","9.7 inches, 291.4 cm, (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Apple iPad Pro 9.7 (2016)
"$ 199.00 / £ 182.00 / € 215.00 / ₹ 27,999",Non-removable Li-Ion 1960 mAh battery (7.45 Wh),"32GB,128GB,256GB","7 MP, f/2.2, 32mm (standard)","32GB 2GB RAM, 128GB 2GB RAM, 256GB 2GB RAM","iOS 10.0.1, upgradable to iOS 13.2","$ 199.00,$ 249.99,$ 208.28,$ 214.85,$ 249.99,£ 207.53,$ 231.51,$ 329.00,£ 256.00","12 MP, f/1.8, 28mm (wide), 1/3"", PDAF, OIS","2016, September","4.7 inches, 60.9 cm, (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","Retina IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 7
"$ 259.00 / £ 259.00 / € 332.33 / ₹ 32,999",Non-removable Li-Ion 2900 mAh battery (11.1 Wh),"32GB,128GB,256GB","7 MP, f/2.2, 32mm (standard)","32GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM","iOS 10.0.1, upgradable to iOS 13.2","$ 259.00,$ 377.99,$ 324.70,$ 292.44,$ 406.99,$ 381.46,$ 319.83,$ 849.99,£ 323.00","12 MP, f/1.8, 28mm (wide), 1/3"", PDAF, OIS,
12 MP, f/2.8, 56mm (telephoto), 1/3.6"", AF, 2x optical zoom","2016, September","5.5 inches, 83.4 cm, (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Retina IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 7 Plus
,Non-removable Li-Ion 205 mAh battery (0.78 Wh),,,8GB 512MB RAM,"watchOS 3.0, upgradable to 6.1",,No,"2016, September","1.5 inches, 7.1 cm, (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Series 1 Aluminum 38mm
,Non-removable Li-Ion 273 mAh battery (1.03 Wh),,,8GB 512MB RAM,"watchOS 3.0, upgradable to 6.1",,No,"2016, September. Released 2016, December","1.5 inches, 7.1 cm, (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Series 2 Aluminum 38mm
,Non-removable Li-Ion 250 mAh battery (0.94 Wh),,,8GB 512MB RAM,"watchOS 3.0, upgradable to 6.1",,No,"2016, September","1.65 inches, 8.6 cm, (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Series 1 Aluminum 42mm
,Non-removable Li-Ion 334 mAh battery (1.27 Wh),,,8GB 512MB RAM,"watchOS 3.0, upgradable to 6.1",,No,"2016, September. Released 2016, December","1.65 inches, 8.6 cm, (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Series 2 Aluminum 42mm
,Non-removable Li-Ion 273 mAh battery (1.03 Wh),,,8GB 512MB RAM,"watchOS 3.0, upgradable to 6.1",,No,"2016, September. Released 2016, December","1.5 inches, 7.1 cm, (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Series 2 38mm
,Non-removable Li-Ion 273 mAh battery (1.03 Wh),,,8GB 512MB RAM,"watchOS 3.0, upgradable to 6.1",,No,"2016, September. Released 2016, December","1.5 inches, 7.1 cm, (~53.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Edition Series 2 38mm
,Non-removable Li-Ion 334 mAh battery (1.27 Wh),,,8GB 512MB RAM,"watchOS 3.0, upgradable to 6.1",,No,"2016, September. Released 2016, December","1.65 inches, 8.6 cm, (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Series 2 42mm
,Non-removable Li-Ion 334 mAh battery (1.27 Wh),,,8GB 512MB RAM,"watchOS 3.0, upgradable to 6.1",,No,"2016, September. Released 2016, December","1.65 inches, 8.6 cm, (~55.1% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Edition Series 2 42mm
,Non-removable Li-Po 8827 mAh battery (32.9 Wh),,"1.2 MP, f/2.2, 31mm (standard)","32GB 2GB RAM, 128GB 2GB RAM","iOS 10.3, upgradable to iPadOS 13.1.2",,"8 MP, f/2.4, 31mm (standard), 1.12µm, AF","2017, March","9.7 inches, 291.4 cm, (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Apple iPad 9.7 (2017)
,Non-removable Li-Ion 8134 mAh battery (30.8 Wh),,"7 MP, f/2.2, 32mm (standard)","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","iOS 10.3.2, upgradable to iPadOS 13.1.2",,"12 MP, f/1.8, 1/3"", PDAF, OIS","2017, June","10.5 inches, 341.4 cm, (~78.3% screen-to-body ratio)","1668 x 2224 pixels, 4:3 ratio (~265 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Apple iPad Pro 10.5 (2017)
,"Non-removable Li-Ion 10,891 mAh battery (41 Wh)",,"7 MP, f/2.2, 32mm (standard)","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","iOS 10.3.2, upgradable to iPadOS 13.1.2",,"12 MP, f/1.8, 1/3"", PDAF, OIS","2017, June","12.9 inches, 515.3 cm, (~76.4% screen-to-body ratio)","2732 x 2048 pixels, 4:3 ratio (~265 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Apple iPad Pro 12.9 (2017)
,Non-removable Li-Ion 341 mAh battery (1.34 Wh),,,"8GB 768MB RAM, 16GB 768MB RAM","watchOS 4.0, upgradable to 6.1",,No,"2017, September","1.65 inches, 8.6 cm, (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate, barometer",Apple Watch Series 3 Aluminum
,Non-removable Li-Ion 341 mAh battery (1.34 Wh),,,16GB 768MB RAM,"watchOS 4.0, upgradable to 6.1",,No,"2017, September","1.65 inches, 8.6 cm, (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate, barometer",Apple Watch Series 3
,Non-removable Li-Ion 279 mAh battery (1.07 Wh) - 38mm version,,,16GB 768MB RAM,"watchOS 4.0, upgradable to 6.1",,No,"2017, September","1.65 inches, 8.6 cm, (~55.1% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate, barometer",Apple Watch Edition Series 3
"$ 281.99 / £ 271.15 / € 354.00 / ₹ 35,999",Non-removable Li-Ion 1821 mAh battery (6.96 Wh),"64GB,256GB","7 MP, f/2.2","64GB 2GB RAM, 256GB 2GB RAM","iOS 11, upgradable to iOS 13.2","$ 281.99,$ 299.00,$ 315.99,£ 271.15,£ 309.99,$ 339.99,$ 398.99,£ 339.00,£ 700.84","12 MP, f/1.8, 28mm (wide), PDAF, OIS","2017, September","4.7 inches, 60.9 cm, (~65.4% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","Retina IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 8
"$ 339.99 / £ 366.00 / € 463.40 / ₹ 54,900",Non-removable Li-Ion 2691 mAh battery (10.28 Wh),"64GB,256GB","7 MP, f/2.2, 32mm (standard)","64GB 3GB RAM, 256GB 3GB RAM","iOS 11, upgradable to iOS 13.2","$ 339.99,$ 464.95,$ 409.99,£ 366.00,£ 569.00,$ 397.00,$ 690.00,$ 522.48,£ 402.89","12 MP, f/1.8, 28mm (wide), PDAF, OIS,
12 MP, f/2.8, 57mm (telephoto), PDAF, 2x optical zoom","2017, September","5.5 inches, 83.4 cm, (~67.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Retina IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 8 Plus
"$ 464.00 / £ 438.00 / € 569.99 / ₹ 74,999",Non-removable Li-Ion 2716 mAh battery (10.35 Wh),"64GB,256GB","7 MP, f/2.2, 32mm (standard),
SL 3D camera","64GB 3GB RAM, 256GB 3GB RAM","iOS 11.1.1, upgradable to iOS 13.2","$ 464.00,$ 629.00,$ 555.66,£ 438.00,£ 799.00,$ 475.00,$ 864.97,$ 629.99,£ 469.00","12 MP, f/1.8, 28mm (wide), 1/3"", 1.22µm, dual pixel PDAF, OIS,
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom","2017, September","5.8 inches, 84.4 cm, (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)","Super Retina OLED capacitive touchscreen, 16M colors","Face ID, accelerometer, gyro, proximity, compass, barometer",Apple iPhone X
"$ 1,469.99 / £ 1,049.00 / € 1,202.99 / ₹ 109,900",Non-removable Li-Ion 3969 mAh battery (15.04 Wh),"256GB,512GB,64GB","12 MP, f/2.2, 23mm (wide),
SL 3D camera","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","iOS 13, upgradable to iOS 13.2","$ 1,469.99,$ 1,958.98,£ 1,219.00,$ 1,669.00,£ 1,449.00,£ 1,499.00,$ 1,563.17,£ 1,049.00,£ 1,079.00","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS,
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom,
12 MP, f/2.4, 13mm (ultrawide)","2019, September","6.5 inches, 102.9 cm, (~83.7% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)","Super Retina XDR OLED capacitive touchscreen, 16M colors","Face ID, accelerometer, gyro, proximity, compass, barometer",Apple iPhone 11 Pro Max
,Non-removable Li-Po 11560 mAh battery (42.5 Wh),,1.2 MP,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","iOS 6, upgradable to iOS 10.3",,"5 MP, AF","2012, October. Released 2012, November","9.7 inches, 291.4 cm, (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Apple iPad 4 Wi-Fi
,Non-removable Li-Po 4490 mAh battery (16.7 Wh),,1.2 MP,"16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM","iOS 6, upgradable to iOS 9.3.5",,"5 MP, AF","2012, October. Released 2012, November","7.9 inches, 193.3 cm, (~71.7% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~162 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Apple iPad mini Wi-Fi + Cellular
,Non-removable Li-Po 4490 mAh battery (16.7 Wh),,1.2 MP,"16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM","iOS 6, upgradable to iOS 9.3.5",,"5 MP, AF","2012, October. Released 2012, November","7.9 inches, 193.3 cm, (~71.7% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~162 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Apple iPad mini Wi-Fi
,Non-removable Li-Po 1510 mAh battery (5.73 Wh),,1.2 MP,"8GB 1GB RAM, 16GB 1GB RAM, 32GB 1GB RAM","iOS 7, upgradable to iOS 10.3.3",,"8 MP, f/2.4, 33mm (standard), 1/3.2"", 1.4µm, AF","2013, September","4.0 inches, 44.1 cm, (~59.9% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Apple iPhone 5c
$ 84.69 / £ 88.00 / € 114.90,Non-removable Li-Po 1560 mAh battery (5.92 Wh),"16GB,32GB,64GB","1.2 MP, f/2.4, 31mm (standard)","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","iOS 7, upgradable to iOS 12.4","$ 99.00,$ 110.00,$ 84.69,$ 126.99,£ 149.00,€ 129.99,$ 169.90,£ 116.90,€ 149.90","8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, AF","2013, September","4.0 inches, 44.1 cm, (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Apple iPhone 5s
,Non-removable Li-Po 6470 mAh battery (24.3 Wh),,1.2 MP,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","iOS 7, upgradable to iPadOS 13.1.2",,"5 MP, f/2.4, 33mm (standard), AF","2013, October. Released 2013, November","7.9 inches, 193.3 cm, (~71.7% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Apple iPad mini 2
,Non-removable Li-Po 8600 mAh battery (32.4 Wh),,1.2 MP,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","iOS 7, upgradable to iPadOS 13.1.2",,"5 MP, f/2.4, 33mm (standard), AF","2013, October","9.7 inches, 291.4 cm, (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Apple iPad Air
,Non-removable Li-Ion battery,,No,4/8/16GB,"iOS, upgradable to iOS 3.1.3",,2 MP,"2007, January. Released 2007, June","3.5 inches, 36.5 cm, (~52.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity",Apple iPhone
,Non-removable Li-Ion battery,,No,"8GB 128MB RAM, 16GB 128MB RAM","iOS, upgradable to iOS 4.2.1",,2 MP,"2008, June. Released 2008, July","3.5 inches, 36.5 cm, (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity",Apple iPhone 3G
