basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
,Non-removable Li-Ion battery,,No,"8GB 256MB RAM, 16GB 256MB RAM, 32GB 256MB RAM","iOS 3, upgradable to iOS 6.1.6",,"3.15 MP, f/2.8, AF","2009, June. Released 2009, June","3.5 inches, 36.5 cm, (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Apple iPhone 3GS
,Non-removable Li-Po 6600 mAh battery (24.8 Wh),,,"16GB 256MB RAM, 32GB 256MB RAM, 64GB 256MB RAM","iOS 4, upgradable to iOS 5.1.1",,No,"2010, January. Released 2010, March","9.7 inches, 291.4 cm, (~63.3% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","IPS LCD capacitive touchscreen, 16M colors",Accelerometer,Apple iPad Wi-Fi
,Non-removable Li-Po 6600 mAh battery (24.8 Wh),,,"16GB 256MB RAM, 32GB 256MB RAM, 64GB 256MB RAM","iOS 4, upgradable to iOS 5.1.1",,No,"2010, January. Released 2010, March","9.7 inches, 291.4 cm, (~63.3% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, compass",Apple iPad Wi-Fi + 3G
,Non-removable Li-Po 1420 mAh battery,,Videocalling over Wi-Fi only,"16GB 512MB RAM, 32GB 512MB RAM","iOS 4, upgradable to iOS 7.1.1",,"5 MP, AF","2011, January. Released 2011, February","3.5 inches, 36.5 cm, (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Apple iPhone 4 CDMA
,Non-removable Li-Po 1420 mAh battery,,"VGA, videocalling over Wi-Fi only","8GB 512MB RAM, 16GB 512MB RAM, 32GB 512MB RAM","iOS 4, upgradable to iOS 7.1.2",,"5 MP, f/2.8, 1/3.2"", 1.75µm, AF","2010, June. Released 2010, June","3.5 inches, 36.5 cm, (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Apple iPhone 4
,Non-removable Li-Po 6930 mAh battery (25 Wh),,VGA,"16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM","iOS 4, upgradable to iOS 9.2.1",,0.7 MP,"2011, March. Released 2011, March","9.7 inches, 291.4 cm, (~65.1% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Apple iPad 2 CDMA
,Non-removable Li-Po 6930 mAh battery (25 Wh),,VGA,"16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM","iOS 4, upgradable to iOS 9.3.5",,0.7 MP,"2011, March. Released 2011, March","9.7 inches, 291.4 cm, (~65.1% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Apple iPad 2 Wi-Fi
,Non-removable Li-Po 6930 mAh battery (25 Wh),,VGA,"16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM","iOS 4, upgradable to iOS 9.3.5",,0.7 MP,"2011, March. Released 2011, March","9.7 inches, 291.4 cm, (~65.1% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Apple iPad 2 Wi-Fi + 3G
,Non-removable Li-Po 1432 mAh battery (5.3 Wh),,"VGA, videocalling over Wi-Fi and 3G","8GB 512MB RAM, 16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM","iOS 5, upgradable to iOS 9.3.5",,"8 MP, f/2.4, 35mm (standard), 1/3.2"", 1.4µm, AF","2011, October","3.5 inches, 36.5 cm, (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Apple iPhone 4s
,Non-removable Li-Po 11560 mAh battery (42.5 Wh),,"VGA, videocalling over Wi-Fi only","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","iOS 5.1, upgradable to iOS 9.3.5",,"5 MP, AF","2012, March. Released 2012, March 16th","9.7 inches, 291.4 cm, (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Apple iPad 3 Wi-Fi
,Non-removable Li-Po 11560 mAh battery (42.5 Wh),,"VGA, videocalling over Wi-Fi only","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","iOS 5.1, upgradable to iOS 9.3.5",,"5 MP, AF","2012, March. Released 2012, March 16th","9.7 inches, 291.4 cm, (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Apple iPad 3 Wi-Fi + Cellular
,Non-removable Li-Po 1440 mAh battery (5.45 Wh),,"1.2 MP, f/2.4, 35mm (standard)","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","iOS 6, upgradable to iOS 10.3.3",,"8 MP, f/2.4, 33mm (standard), 1/3.2"", 1.4µm, AF","2012, September","4.0 inches, 44.1 cm, (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Apple iPhone 5
,Non-removable Li-Po 11560 mAh battery (42.5 Wh),,1.2 MP,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","iOS 6, upgradable to iOS 10.3",,"5 MP, AF","2012, October. Released 2012, November","9.7 inches, 291.4 cm, (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Apple iPad 4 Wi-Fi + Cellular
"$ 119.27 / £ 118.99 / € 129.00 / ₹ 21,999",Non-removable Li-Po 1810 mAh battery (6.9 Wh),"16GB,32GB,64GB","1.2 MP, f/2.2, 31mm (standard)","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","iOS 8, upgradable to iOS 12.4","$ 150.29,$ 119.27,£ 118.99,$ 124.99,$ 156.16,£ 209.99,$ 234.90,$ 146.23,£ 128.00","8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF","2014, September","4.7 inches, 60.9 cm, (~65.8% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 6
$ 139.02 / £ 132.00 / € 178.90,Non-removable Li-Po 2915 mAh battery (11.1 Wh),"16GB,64GB,128GB","1.2 MP, f/2.2, 31mm (standard)","16GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","iOS 8, upgradable to iOS 12.4","$ 203.99,$ 139.02,£ 146.00,$ 240.99,£ 132.00,£ 240.99,£ 209.99,€ 266.51","8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF, OIS","2014, September","5.5 inches, 83.4 cm, (~67.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 6 Plus
,Non-removable Li-Po 6470 mAh battery (24.3 Wh),,1.2 MP,"16GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","iOS 8.1, upgradable to iPadOS 13.1.2",,"5 MP, f/2.4, 32mm (standard), AF","2014, October","7.9 inches, 193.3 cm, (~71.7% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, compass",Apple iPad mini 3
,Non-removable Li-Po 7340 mAh battery (27.62 Wh),,"1.2 MP, f/2.2, 31mm (standard)","16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM","iOS 8.1, upgradable to iPadOS 13.1.2",,"8 MP, f/2.4, 31mm (standard), 1.12µm, AF","2014, October","9.7 inches, 291.4 cm, (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Apple iPad Air 2
,Non-removable Li-Ion 205 mAh battery (0.78 Wh),,,8GB 512MB RAM,"watchOS 1.0, upgradable to 4.3.2",,No,"2014, September","1.5 inches, 7.1 cm, (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Sport 38mm (1st gen)
,Non-removable Li-Ion 250 mAh battery (0.94 Wh),,,8GB 512MB RAM,"watchOS 1.0, upgradable to 4.3.2",,No,"2014, September","1.65 inches, 8.6 cm, (~57.2% screen-to-body ratio)",390 x 312 pixels (~302 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Sport 42mm (1st gen)
,Non-removable Li-Ion 205 mAh battery (0.78 Wh),,,8GB 512MB RAM,"watchOS 1.0, upgradable to 4.3.2",,No,"2014, September","1.5 inches, 7.1 cm, (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch 38mm (1st gen)
,Non-removable Li-Ion 250 mAh battery (0.94 Wh),,,8GB 512MB RAM,"watchOS 1.0, upgradable to 4.3.2",,No,"2014, September","1.65 inches, 8.6 cm, (~56.8% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch 42mm (1st gen)
,Non-removable Li-Ion 205 mAh battery (0.78 Wh),,,8GB 512MB RAM,"watchOS 1.0, upgradable to 4.3.2",,No,"2014, September","1.5 inches, 7.1 cm, (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Edition 38mm (1st gen)
,Non-removable Li-Ion 250 mAh battery (0.94 Wh),,,8GB 512MB RAM,"watchOS 1.0, upgradable to 4.3.2",,No,"2014, September","1.65 inches, 8.6 cm, (~56.8% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate",Apple Watch Edition 42mm (1st gen)
,Non-removable Li-Ion 5124 mAh battery (19.1 Wh),,"1.2 MP, f/2.2, 31mm (standard)","16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM","iOS 9, upgradable to iPadOS 13.1.2",,"8 MP, f/2.4, 32mm (standard), 1.12µm, AF","2015, September","7.9 inches, 193.3 cm, (~70.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Apple iPad mini 4 (2015)
,"Non-removable Li-Ion 10,307 mAh battery (38.8 Wh)",,1.2 MP,"32GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","iOS 9, upgradable to iPadOS 13.1.2",,"8 MP, f/2.4, 31mm (standard), 1.12µm, AF","2015, September","12.9 inches, 519.2 cm, (~77.0% screen-to-body ratio)","2048 x 2732 pixels, 4:3 ratio (~264 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Apple iPad Pro 12.9 (2015)
